year,state,district,block,school_code,school_name,grade,subject,level,percentage,n_students,is_simulated
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0001,Govt Upper Primary School Laharpur Purwa 1,5,math,division,11.6,66,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0001,Govt Upper Primary School Laharpur Purwa 1,5,reading,story,20.2,66,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0002,Panchayati Raj Primary School Biswan Nagar 2,5,math,division,2.0,90,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0002,Panchayati Raj Primary School Biswan Nagar 2,5,reading,story,41.9,90,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0003,Govt Middle School Mahmudabad Colony 3,5,math,division,1.6,204,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0003,Govt Middle School Mahmudabad Colony 3,5,reading,story,26.6,204,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0004,Govt Elementary School Sidhauli Ward 4,5,math,division,31.7,98,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0004,Govt Elementary School Sidhauli Ward 4,5,reading,story,37.4,98,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0005,Govt Primary School Kasmanda Basti 5,5,math,division,13.3,90,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0005,Govt Primary School Kasmanda Basti 5,5,reading,story,39.4,90,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0006,Govt Upper Primary School Pisawan Khurd 6,5,math,division,15.3,191,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0006,Govt Upper Primary School Pisawan Khurd 6,5,reading,story,57.4,191,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0007,Panchayati Raj Primary School Ramkola Kalan 7,5,math,division,17.4,90,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0007,Panchayati Raj Primary School Ramkola Kalan 7,5,reading,story,34.2,90,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0008,Govt Middle School Misrikh Pura 8,5,math,division,26.5,43,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0008,Govt Middle School Misrikh Pura 8,5,reading,story,9.4,43,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0009,Govt Elementary School Hargaon Chak 9,5,math,division,0.0,132,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0009,Govt Elementary School Hargaon Chak 9,5,reading,story,35.9,132,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0010,Govt Primary School Sitapur Sadar Tola 10,5,math,division,31.5,52,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0010,Govt Primary School Sitapur Sadar Tola 10,5,reading,story,29.6,52,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0011,Govt Upper Primary School Laharpur Purwa 11,5,math,division,0.0,235,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0011,Govt Upper Primary School Laharpur Purwa 11,5,reading,story,18.2,235,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0012,Panchayati Raj Primary School Biswan Nagar 12,5,math,division,13.0,139,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0012,Panchayati Raj Primary School Biswan Nagar 12,5,reading,story,31.1,139,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0013,Govt Middle School Mahmudabad Colony 13,5,math,division,10.7,168,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0013,Govt Middle School Mahmudabad Colony 13,5,reading,story,46.3,168,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0014,Govt Elementary School Sidhauli Ward 14,5,math,division,13.8,199,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0014,Govt Elementary School Sidhauli Ward 14,5,reading,story,7.8,199,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0015,Govt Primary School Kasmanda Basti 15,5,math,division,23.2,57,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0015,Govt Primary School Kasmanda Basti 15,5,reading,story,40.1,57,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0016,Govt Upper Primary School Pisawan Khurd 16,5,math,division,27.6,134,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0016,Govt Upper Primary School Pisawan Khurd 16,5,reading,story,19.4,134,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0017,Panchayati Raj Primary School Ramkola Kalan 17,5,math,division,39.9,159,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0017,Panchayati Raj Primary School Ramkola Kalan 17,5,reading,story,21.9,159,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0018,Govt Middle School Misrikh Pura 18,5,math,division,0.0,81,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0018,Govt Middle School Misrikh Pura 18,5,reading,story,22.2,81,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0019,Govt Elementary School Hargaon Chak 19,5,math,division,34.0,206,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0019,Govt Elementary School Hargaon Chak 19,5,reading,story,30.3,206,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0020,Govt Primary School Sitapur Sadar Tola 20,5,math,division,18.6,73,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0020,Govt Primary School Sitapur Sadar Tola 20,5,reading,story,32.1,73,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0021,Govt Upper Primary School Laharpur Purwa 21,5,math,division,32.2,106,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0021,Govt Upper Primary School Laharpur Purwa 21,5,reading,story,30.6,106,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0022,Panchayati Raj Primary School Biswan Nagar 22,5,math,division,6.2,130,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0022,Panchayati Raj Primary School Biswan Nagar 22,5,reading,story,40.0,130,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0023,Govt Middle School Mahmudabad Colony 23,5,math,division,20.5,112,True
2008,Uttar Pradesh,Uttar Pradesh,Mahmudabad,UTTMAH0023,Govt Middle School Mahmudabad Colony 23,5,reading,story,14.6,112,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0024,Govt Elementary School Sidhauli Ward 24,5,math,division,8.8,196,True
2008,Uttar Pradesh,Uttar Pradesh,Sidhauli,UTTSID0024,Govt Elementary School Sidhauli Ward 24,5,reading,story,29.0,196,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0025,Govt Primary School Kasmanda Basti 25,5,math,division,0.0,52,True
2008,Uttar Pradesh,Uttar Pradesh,Kasmanda,UTTKAS0025,Govt Primary School Kasmanda Basti 25,5,reading,story,25.9,52,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0026,Govt Upper Primary School Pisawan Khurd 26,5,math,division,25.1,180,True
2008,Uttar Pradesh,Uttar Pradesh,Pisawan,UTTPIS0026,Govt Upper Primary School Pisawan Khurd 26,5,reading,story,43.1,180,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0027,Panchayati Raj Primary School Ramkola Kalan 27,5,math,division,14.1,80,True
2008,Uttar Pradesh,Uttar Pradesh,Ramkola,UTTRAM0027,Panchayati Raj Primary School Ramkola Kalan 27,5,reading,story,28.7,80,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0028,Govt Middle School Misrikh Pura 28,5,math,division,6.0,201,True
2008,Uttar Pradesh,Uttar Pradesh,Misrikh,UTTMIS0028,Govt Middle School Misrikh Pura 28,5,reading,story,19.6,201,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0029,Govt Elementary School Hargaon Chak 29,5,math,division,4.5,69,True
2008,Uttar Pradesh,Uttar Pradesh,Hargaon,UTTHAR0029,Govt Elementary School Hargaon Chak 29,5,reading,story,25.8,69,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0030,Govt Primary School Sitapur Sadar Tola 30,5,math,division,17.7,111,True
2008,Uttar Pradesh,Uttar Pradesh,Sitapur Sadar,UTTSIT0030,Govt Primary School Sitapur Sadar Tola 30,5,reading,story,42.2,111,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0031,Govt Upper Primary School Laharpur Purwa 31,5,math,division,0.0,242,True
2008,Uttar Pradesh,Uttar Pradesh,Laharpur,UTTLAH0031,Govt Upper Primary School Laharpur Purwa 31,5,reading,story,33.7,242,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0032,Panchayati Raj Primary School Biswan Nagar 32,5,math,division,19.9,202,True
2008,Uttar Pradesh,Uttar Pradesh,Biswan,UTTBIS0032,Panchayati Raj Primary School Biswan Nagar 32,5,reading,story,33.2,202,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0000,Govt Primary School Block 1 Tola 0,5,math,division,27.0,194,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0000,Govt Primary School Block 1 Tola 0,5,reading,story,64.9,194,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,math,division,47.7,215,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,reading,story,44.7,215,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,math,division,49.1,225,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,reading,story,63.2,225,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0003,Govt Middle School Block 4 Colony 3,5,math,division,43.4,48,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0003,Govt Middle School Block 4 Colony 3,5,reading,story,58.3,48,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0004,Govt Elementary School Block 5 Ward 4,5,math,division,23.8,69,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0004,Govt Elementary School Block 5 Ward 4,5,reading,story,43.5,69,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0005,Govt Primary School Block 6 Basti 5,5,math,division,46.9,122,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0005,Govt Primary School Block 6 Basti 5,5,reading,story,55.7,122,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,math,division,25.9,158,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,reading,story,51.9,158,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,math,division,36.8,126,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,reading,story,58.0,126,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0008,Govt Middle School Block 9 Pura 8,5,math,division,42.5,68,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0008,Govt Middle School Block 9 Pura 8,5,reading,story,67.5,68,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0009,Govt Elementary School Block 10 Chak 9,5,math,division,40.5,246,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0009,Govt Elementary School Block 10 Chak 9,5,reading,story,78.8,246,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0010,Govt Primary School Block 1 Tola 10,5,math,division,37.9,248,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0010,Govt Primary School Block 1 Tola 10,5,reading,story,74.8,248,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,math,division,49.8,193,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,reading,story,51.8,193,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,math,division,50.6,76,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,reading,story,69.2,76,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0013,Govt Middle School Block 4 Colony 13,5,math,division,40.2,78,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0013,Govt Middle School Block 4 Colony 13,5,reading,story,62.6,78,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0014,Govt Elementary School Block 5 Ward 14,5,math,division,41.0,153,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0014,Govt Elementary School Block 5 Ward 14,5,reading,story,62.3,153,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0015,Govt Primary School Block 6 Basti 15,5,math,division,38.0,208,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0015,Govt Primary School Block 6 Basti 15,5,reading,story,65.3,208,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,math,division,43.2,44,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,reading,story,90.8,44,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,math,division,22.4,238,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,reading,story,67.5,238,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0018,Govt Middle School Block 9 Pura 18,5,math,division,43.6,93,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0018,Govt Middle School Block 9 Pura 18,5,reading,story,65.0,93,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0019,Govt Elementary School Block 10 Chak 19,5,math,division,45.3,47,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0019,Govt Elementary School Block 10 Chak 19,5,reading,story,75.2,47,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0020,Govt Primary School Block 1 Tola 20,5,math,division,48.6,122,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0020,Govt Primary School Block 1 Tola 20,5,reading,story,43.5,122,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,math,division,52.7,232,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,reading,story,68.0,232,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,math,division,27.4,220,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,reading,story,57.1,220,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0023,Govt Middle School Block 4 Colony 23,5,math,division,39.7,222,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0023,Govt Middle School Block 4 Colony 23,5,reading,story,64.4,222,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0024,Govt Elementary School Block 5 Ward 24,5,math,division,48.2,65,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0024,Govt Elementary School Block 5 Ward 24,5,reading,story,48.7,65,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0025,Govt Primary School Block 6 Basti 25,5,math,division,47.2,203,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0025,Govt Primary School Block 6 Basti 25,5,reading,story,64.7,203,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0026,Govt Upper Primary School Block 7 Khurd 26,5,math,division,25.2,79,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0026,Govt Upper Primary School Block 7 Khurd 26,5,reading,story,69.1,79,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,5,math,division,16.7,150,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,5,reading,story,70.4,150,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0028,Govt Middle School Block 9 Pura 28,5,math,division,38.9,247,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0028,Govt Middle School Block 9 Pura 28,5,reading,story,63.5,247,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0029,Govt Elementary School Block 10 Chak 29,5,math,division,48.9,90,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0029,Govt Elementary School Block 10 Chak 29,5,reading,story,63.0,90,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0030,Govt Primary School Block 1 Tola 30,5,math,division,33.8,214,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0030,Govt Primary School Block 1 Tola 30,5,reading,story,76.1,214,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,math,division,43.2,205,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,reading,story,61.1,205,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0032,Panchayati Raj Primary School Block 3 Nagar 32,5,math,division,24.3,93,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0032,Panchayati Raj Primary School Block 3 Nagar 32,5,reading,story,68.1,93,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0033,Govt Middle School Block 4 Colony 33,5,math,division,22.6,149,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0033,Govt Middle School Block 4 Colony 33,5,reading,story,71.4,149,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0034,Govt Elementary School Block 5 Ward 34,5,math,division,59.9,210,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0034,Govt Elementary School Block 5 Ward 34,5,reading,story,54.7,210,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0035,Govt Primary School Block 6 Basti 35,5,math,division,37.5,232,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0035,Govt Primary School Block 6 Basti 35,5,reading,story,80.8,232,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0036,Govt Upper Primary School Block 7 Khurd 36,5,math,division,32.1,54,True
2008,Uttarakhand,Uttarakhand,Block 7,UTTBLO0036,Govt Upper Primary School Block 7 Khurd 36,5,reading,story,66.6,54,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0037,Panchayati Raj Primary School Block 8 Kalan 37,5,math,division,38.4,247,True
2008,Uttarakhand,Uttarakhand,Block 8,UTTBLO0037,Panchayati Raj Primary School Block 8 Kalan 37,5,reading,story,67.1,247,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0038,Govt Middle School Block 9 Pura 38,5,math,division,37.6,148,True
2008,Uttarakhand,Uttarakhand,Block 9,UTTBLO0038,Govt Middle School Block 9 Pura 38,5,reading,story,50.2,148,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0039,Govt Elementary School Block 10 Chak 39,5,math,division,39.6,205,True
2008,Uttarakhand,Uttarakhand,Block 10,UTTBLO0039,Govt Elementary School Block 10 Chak 39,5,reading,story,68.7,205,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0040,Govt Primary School Block 1 Tola 40,5,math,division,23.9,92,True
2008,Uttarakhand,Uttarakhand,Block 1,UTTBLO0040,Govt Primary School Block 1 Tola 40,5,reading,story,73.5,92,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0041,Govt Upper Primary School Block 2 Purwa 41,5,math,division,41.7,201,True
2008,Uttarakhand,Uttarakhand,Block 2,UTTBLO0041,Govt Upper Primary School Block 2 Purwa 41,5,reading,story,58.1,201,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0042,Panchayati Raj Primary School Block 3 Nagar 42,5,math,division,24.9,239,True
2008,Uttarakhand,Uttarakhand,Block 3,UTTBLO0042,Panchayati Raj Primary School Block 3 Nagar 42,5,reading,story,55.4,239,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0043,Govt Middle School Block 4 Colony 43,5,math,division,33.6,45,True
2008,Uttarakhand,Uttarakhand,Block 4,UTTBLO0043,Govt Middle School Block 4 Colony 43,5,reading,story,75.7,45,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0044,Govt Elementary School Block 5 Ward 44,5,math,division,44.2,139,True
2008,Uttarakhand,Uttarakhand,Block 5,UTTBLO0044,Govt Elementary School Block 5 Ward 44,5,reading,story,59.8,139,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0045,Govt Primary School Block 6 Basti 45,5,math,division,40.6,51,True
2008,Uttarakhand,Uttarakhand,Block 6,UTTBLO0045,Govt Primary School Block 6 Basti 45,5,reading,story,63.3,51,True
2008,West Bengal,West Bengal,Block 1,WESBLO0000,Govt Primary School Block 1 Tola 0,5,math,division,24.6,238,True
2008,West Bengal,West Bengal,Block 1,WESBLO0000,Govt Primary School Block 1 Tola 0,5,reading,story,31.0,238,True
2008,West Bengal,West Bengal,Block 2,WESBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,math,division,24.6,150,True
2008,West Bengal,West Bengal,Block 2,WESBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,reading,story,34.0,150,True
2008,West Bengal,West Bengal,Block 3,WESBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,math,division,33.1,221,True
2008,West Bengal,West Bengal,Block 3,WESBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,reading,story,41.0,221,True
2008,West Bengal,West Bengal,Block 4,WESBLO0003,Govt Middle School Block 4 Colony 3,5,math,division,13.8,207,True
2008,West Bengal,West Bengal,Block 4,WESBLO0003,Govt Middle School Block 4 Colony 3,5,reading,story,47.0,207,True
2008,West Bengal,West Bengal,Block 5,WESBLO0004,Govt Elementary School Block 5 Ward 4,5,math,division,19.2,91,True
2008,West Bengal,West Bengal,Block 5,WESBLO0004,Govt Elementary School Block 5 Ward 4,5,reading,story,40.8,91,True
2008,West Bengal,West Bengal,Block 6,WESBLO0005,Govt Primary School Block 6 Basti 5,5,math,division,8.5,62,True
2008,West Bengal,West Bengal,Block 6,WESBLO0005,Govt Primary School Block 6 Basti 5,5,reading,story,47.3,62,True
2008,West Bengal,West Bengal,Block 7,WESBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,math,division,46.5,173,True
2008,West Bengal,West Bengal,Block 7,WESBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,reading,story,41.1,173,True
2008,West Bengal,West Bengal,Block 8,WESBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,math,division,38.6,52,True
2008,West Bengal,West Bengal,Block 8,WESBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,reading,story,43.7,52,True
2008,West Bengal,West Bengal,Block 9,WESBLO0008,Govt Middle School Block 9 Pura 8,5,math,division,24.2,174,True
2008,West Bengal,West Bengal,Block 9,WESBLO0008,Govt Middle School Block 9 Pura 8,5,reading,story,24.7,174,True
2008,West Bengal,West Bengal,Block 10,WESBLO0009,Govt Elementary School Block 10 Chak 9,5,math,division,28.4,243,True
2008,West Bengal,West Bengal,Block 10,WESBLO0009,Govt Elementary School Block 10 Chak 9,5,reading,story,36.1,243,True
2008,West Bengal,West Bengal,Block 1,WESBLO0010,Govt Primary School Block 1 Tola 10,5,math,division,30.5,161,True
2008,West Bengal,West Bengal,Block 1,WESBLO0010,Govt Primary School Block 1 Tola 10,5,reading,story,39.9,161,True
2008,West Bengal,West Bengal,Block 2,WESBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,math,division,34.9,213,True
2008,West Bengal,West Bengal,Block 2,WESBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,reading,story,33.2,213,True
2008,West Bengal,West Bengal,Block 3,WESBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,math,division,38.8,109,True
2008,West Bengal,West Bengal,Block 3,WESBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,reading,story,32.6,109,True
2008,West Bengal,West Bengal,Block 4,WESBLO0013,Govt Middle School Block 4 Colony 13,5,math,division,46.7,119,True
2008,West Bengal,West Bengal,Block 4,WESBLO0013,Govt Middle School Block 4 Colony 13,5,reading,story,55.3,119,True
2008,West Bengal,West Bengal,Block 5,WESBLO0014,Govt Elementary School Block 5 Ward 14,5,math,division,30.3,54,True
2008,West Bengal,West Bengal,Block 5,WESBLO0014,Govt Elementary School Block 5 Ward 14,5,reading,story,36.7,54,True
2008,West Bengal,West Bengal,Block 6,WESBLO0015,Govt Primary School Block 6 Basti 15,5,math,division,30.1,194,True
2008,West Bengal,West Bengal,Block 6,WESBLO0015,Govt Primary School Block 6 Basti 15,5,reading,story,45.5,194,True
2008,West Bengal,West Bengal,Block 7,WESBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,math,division,28.6,161,True
2008,West Bengal,West Bengal,Block 7,WESBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,reading,story,44.9,161,True
2008,West Bengal,West Bengal,Block 8,WESBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,math,division,16.4,132,True
2008,West Bengal,West Bengal,Block 8,WESBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,reading,story,40.6,132,True
2008,West Bengal,West Bengal,Block 9,WESBLO0018,Govt Middle School Block 9 Pura 18,5,math,division,37.6,149,True
2008,West Bengal,West Bengal,Block 9,WESBLO0018,Govt Middle School Block 9 Pura 18,5,reading,story,32.9,149,True
2008,West Bengal,West Bengal,Block 10,WESBLO0019,Govt Elementary School Block 10 Chak 19,5,math,division,22.0,54,True
2008,West Bengal,West Bengal,Block 10,WESBLO0019,Govt Elementary School Block 10 Chak 19,5,reading,story,46.2,54,True
2008,West Bengal,West Bengal,Block 1,WESBLO0020,Govt Primary School Block 1 Tola 20,5,math,division,25.9,75,True
2008,West Bengal,West Bengal,Block 1,WESBLO0020,Govt Primary School Block 1 Tola 20,5,reading,story,58.5,75,True
2008,West Bengal,West Bengal,Block 2,WESBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,math,division,17.6,207,True
2008,West Bengal,West Bengal,Block 2,WESBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,reading,story,51.2,207,True
2008,West Bengal,West Bengal,Block 3,WESBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,math,division,22.4,216,True
2008,West Bengal,West Bengal,Block 3,WESBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,reading,story,40.0,216,True
2008,West Bengal,West Bengal,Block 4,WESBLO0023,Govt Middle School Block 4 Colony 23,5,math,division,25.0,225,True
